Model,MSO44
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,MATH2,,Channel,MATH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09
Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250
Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,,,,

TIME,CH1,CH2,CH3,CH4,,TIME,MATH2,,TIME,MATH3
-1.90240500e-06,-1.63281250e-03,1.17000000e-02,8.52187500e-03,9.76562500e-03,,-1.90240500e-06,-7.64962984e-03,,-1.90240500e-06,-6.34405529e-03
-1.89440500e-06,-1.68750000e-03,1.10031250e-02,9.42187500e-03,5.15625000e-03,,-1.89440500e-06,-7.70431757e-03,,-1.89440500e-06,-6.18909905e-03
-1.88640500e-06,-4.68750000e-04,1.07375000e-02,9.72500000e-03,7.73437500e-03,,-1.88640500e-06,-6.48556743e-03,,-1.88640500e-06,-5.99026214e-03
-1.87840500e-06,7.57812500e-04,1.01593750e-02,9.60937500e-03,3.28125000e-03,,-1.87840500e-06,-5.25900489e-03,,-1.87840500e-06,-5.73884137e-03
-1.87040500e-06,1.37500000e-03,9.22812500e-03,8.60937500e-03,1.56250000e-03,,-1.87040500e-06,-4.64181742e-03,,-1.87040500e-06,-5.43135544e-03
-1.86240500e-06,1.65625000e-03,9.18750000e-03,7.31562500e-03,5.85937500e-03,,-1.86240500e-06,-4.36056731e-03,,-1.86240500e-06,-5.06740576e-03
-1.85440500e-06,1.95312500e-03,1.06531250e-02,6.60937500e-03,6.95312500e-03,,-1.85440500e-06,-4.06369241e-03,,-1.85440500e-06,-4.64907940e-03
-1.84640500e-06,1.99218750e-03,1.20718750e-02,6.71875000e-03,8.35937500e-03,,-1.84640500e-06,-4.02462995e-03,,-1.84640500e-06,-4.18288214e-03
-1.83840500e-06,2.35937500e-03,1.25812500e-02,7.39687500e-03,9.76562500e-03,,-1.83840500e-06,-3.65744228e-03,,-1.83840500e-06,-3.67921079e-03
-1.83040500e-06,3.79687500e-03,1.26968750e-02,8.77500000e-03,4.14062500e-03,,-1.83040500e-06,-2.21994240e-03,,-1.83040500e-06,-3.15053877e-03
-1.82240500e-06,4.74218750e-03,1.27656250e-02,1.03218750e-02,4.68750000e-03,,-1.82240500e-06,-1.27462985e-03,,-1.82240500e-06,-2.61127646e-03
